,sample_1,sample_3,sample_2,sample_10,sample_9,sample_12,sample_11,sample_6,sample_4,sample_5,sample_7,sample_8
SFXN1,4657,5776,7366,6193,5452,7874,4444,6010,5253,5925,6600,5432
SAMD3,229.32,256.53,342,214,141,477.12,161.55,166,182.47,189.29,141,244.24
IL22RA2,0,0,0,0,0,1,0,2,0,0,0,1
DACT2,173,274,291,350,528,265,201,506,359,497,415,375
PDSS2,535,655,780,738,859,735,542,1050,557,618,687,523
ANKRD55,52,49,88,54,28,96,38,51,38,27,53,36
PI16,0,1,4,0,4,2,3,5,1,2,2,3
TBX20,0,1,0,0,0,0,0,0,0,1,4,5
DAGLB,1245.22,1485.3,1755.26,1572.36,1363.58,1523.25,1255.63,1489.76,1149.14,1255.59,1560.8,1304.96
STK17A,670,904,1014,1309,1016,815,736,1639,835,1102,1750,1472
GALNT10,1012,2000,2517,5134,6693,2275,1826,12784,3459,3664.48,5999,5998
SAP30L,1804,2277,2568,2647,2882,2431,2071,2693,1919,1843,3756,3505
RPS14,11329.47,13090.43,19354.43,20938.69,19172.69,15775.32,11787.63,19303.17,12423.82,12369.8,15409.56,14307.73
NEUROD6,0,0,0,0,0,0,0,0,1,0,0,2
BMT2,1187,1414,1533,1249,1700,1940,1135,1673,1341,1438,1475,1263
SLU7,3488,4107,3958,3763,3564,3649,3686,4078,2571.94,3042,4196,3780
PTTG1,40,61,109,171,813,121,164,530,319,227,1025,2825
BMPER,12549,12931,8508,11776,3611,3940,11266,5501,4644,4907,16170,5344
RELL2,1612,1894,2604,2379,1503,2666,1414,1357,1431,1721,1485,923
KCNK5,11,10,18,24,37,18,30,10,26,13,49,86
KIF6,99,104,114,127,138,127,91,154,96,113,57,45
ZNF12,2228,2606,2852,2766,2870,2875,2329,3352.19,2154,2471,2387,2303
TEX47,0,0,0,0,1,0,0,0,0,0,0,0
STEAP1,46.84,56.77,50,67,139.85,28.72,39.49,171.78,36.89,59.92,69.76,121.66
CDCA7L,18,51,81,214,1045,129,164,602,351,296,819,1759
MIOS,2072,2506,2390,2341,1908,2204,2006,2097,1652,1811,2547,1638
ELAPOR2,4774,5644,6194,5304,5036,6055,4737,5675,4287,5010,5900,4886
IQUB,22.97,16.7,37,25.55,187,39.6,31.26,219,34,48,39.33,89
ZNF704,2548,3425,3234,3286,4124,4471,3348,3954,2807,3023,4066,3859
FABP5,2631.95,3866.5,3576.3,2836.87,2218.14,3481.73,2608.13,2130.09,2500.55,2692.93,2878.13,2863.49
SHH,18,21,39,32,82,83,15,14,33,24,54,64
FNDC1,9,34,43,269,460,89,71,364,241,138,683,1281
CHMP4C,1,4,11,6,19,1,8,29,11,5,329,158
PGAM2,3,1,5,4,7,1,0,9,1,2,8,2
BRI3,3101,3752,4482,4610,3269,4248,3301,3145.82,2588,2836,4473,3823
LMTK2,3122,3764,4785,4092,4030,5590,3255,4474,3348,3960,4388.49,4106
SOX17,0,0,1,0,0,1,0,0,0,0,2,0
DLC1,161,485,614,3474,3182,952,790,4849,2546,2429,7761,6933
ADCY1,7934,9860,12749,10049,5725,16173,8607,6613,7770,8930,7596,7020
C8orf48,120,143,176,198,162,201,165,179,134,152,167,113
C7orf57,1,3,0,7,54,10,4,16,9,7,8,12
PEX2,974,1162,1123,1257,2920,1213,927,3155,980,1229,1449,2343
MED30,265,305,362,333,300,341,304,240,253,243,377,419
TNFRSF11B,8,30,32,29,524,18,19,930,46,87,122,345
SBSPON,2,6,12,19,5,3,8,12,15,3,69,39
EN2,0,4,8,7,6,8,3,5,14,1,8,13
KCNV1,10,20,35,57,44,71,13,23,29,42,105,86
CSMD3,607,1189,1383,989,1543,2196,899,1251,875,1358,844,830
SPIDR,1886,2406,2561,2577,2418,2747,2010,2381,1865,2127,1864,1807
ORC5,799,907,1034,931,950,899,804,990,737,873,996,960
DEFA5,0,0,1,4,0,3,0,0,0,0,0,0
DNAAF5,363,396,587,726,1427,598,477,1308,635,619,763,1084
DEFA4,0,0,0,0,0,0,0,0,0,0,0,0
DEFA6,0,0,0,0,0,0,0,0,1,0,0,0
OSGIN2,929,1168,1309,1476,1236,1471,1069,1288,1128,1180,2548,1533
DEFB1,0,2,1,6,0,0,2,0,13,0,0,0
SUN1,2434,3150.31,3922,3875,6419,4743.79,2807,6285,3523,3454,6151,6975.01
TMEM74,1558,2075,1838,2314,1026,1522,1630,1407,1752,1841,1194,922
GPR146,83,82,80,97,52,95,79,64,60,44,64,61
UNCX,789,1034,1733,958,1018,1639,770,1049,1371,1408,488,577
TMEM184A,25,43,73,114,147,103,52,62,66,83,110,49
NOS3,31,45,42,67,61,45,48,76,42,42,15,25
MICALL2,249,266,530,566,939,782,292,1045,460,472,752,648
CA3,13,7,7,13,31,15,8,30,12,22,65,73
INTS1,3973,5137,6567,6712,6926,7171,4479,7226,4931,5470,7436,7737
CDK5,2092,2562,2943,3102,1974,2610,1945,2151,1877,2038,1369,911
SLC7A13,0,0,0,0,0,0,0,0,0,0,1,0
TMUB1,902,1060,1302,1380,1157,1416,908,1152,1047,1088,1189,1004
FMC1,805.7,945.81,1048.94,929.97,587.68,644.67,652.65,699.28,577.73,592.63,544.15,384.87
PHAX,4759,5982,6198,5692,5022,6516,4861,5551,4516,5239,5934,5287
ALDH7A1,7249.45,9057.89,9155.18,8614.73,13165.06,7523.22,6144.62,17403.23,6758.74,7145.39,7680.47,11014.72
FOXK1,3157,4080,5857,6307,4707,5437,3731,5184,4626,4514,6060,5113
COX6C,3807,5052,6030,5493,4917,5624,3915,5584,4077,4629,3740,3334
YWHAZ,76793.85,93831.76,103568.46,95916.79,78679.52,117840.12,76240,101972.65,83687.56,89237.51,72884.86,63849.12
BAALC,5812,7031,7544,5372,3719,5593,4159,6452,3910,4592,3841,3420
FZD6,94,174,171,227,765,81,174,1327,172,171,809,913
CTHRC1,2,4,2,35,12,6,4,19,26,24,14,12
SLC25A32,1932.71,2304.89,2530.64,2419.05,1965.01,2385.85,1900.13,2708.44,1978.67,2061.52,2097.25,1668.04
DCAF13,1691.99,2260,2700.99,2559.99,2892.99,2515,1764,3440.98,2265.99,2321.99,2504.99,2817.8
DCSTAMP,7,9,19,14,4,15,6,5,20,38,32,16
TP53INP1,3633,4203,3641,4676,5534,2724,3443,9625,4015,3773,5237,4667
INTS8,814,1042,1272,1159,1911,1449,882,1624,1170,1446,1400,1803
VIRMA,2333,2947,3493.05,3689,4125,3427,2783,4474,3061,3307,3907,4066
GEM,113,126,281,487,743,629,188,522,450,546,734,582
PDP1,4590,5675,6051,5394,4827,7394,4574,6055,4798,5470,4663,3146
WASHC5,2091,2443,2725,3047,2893,2648,2074,3557,2179,2371,3681,3294
RPP25L,166,259,240,282,281,176,175,322,164,202,224,286
FAM219A,13903,17992,21296,20543,11302,20971,13547,12807,13475,16255,11055,6865
MYORG,1019,1362,1550,2732,2690.42,1195,1468,4444,1466,1594.19,1710,2195.24
NUDT2,719,846,1078,954,758,853,581,863,571,652,594,474
PSIP1,8891.72,11202.72,9504.61,7863.72,11998.81,9419.64,9918.73,10587.62,7002.86,8591.76,11650.71,15397.85
CCDC171,363,475,541,682,618,616,466,643,491,488,539,410
UBAP1,2813,3821,4477,4196,4100,4817,3047,4327,3214,3646,3374,3182
DIRAS2,6168,7296,15614,7902,5784,21782,5149,5937,9181,11152,7074,5478
SYK,59,92,214,77,159,248,92,28,164,62,413,316
NIPSNAP3B,149.02,167.04,133.03,160.05,111.03,147.02,125.02,153.08,104,88.01,304.13,265
NFIL3,1975,2591,3148,2771,2037,3481,2244,2030,2077,2042,2036,1937
ZMAT4,219,516,602,643,1060,628,354,891,647,748,485,653
NKX6-3,6,2,11,6,5,4,4,2,3,1,8,4
MAMDC2,81,216,306,1401,1652,240,352,3266,1055,1343,2384,1790
CPA6,0,0,0,4,1,0,2,1,0,2,6,5
C8orf34,1055,1487,1675,2458,758,1587,1506,1134,1957,1932,747,354
ALDH1A1,16,134,208,161,1987,27,145,6051,267,153,162,1813
KDM1B,1616,2085,2178,2267,2031,2673,1891,2278,1792,1992,2042,1982
HGSNAT,4397,5629,6799,6290.53,5394,7809,4638.14,5263,5239,5528,6319,5023
RASEF,236,411,343,432,271,296,327,338,339,292,356,217
GKAP1,1050.89,1056.43,1209.7,1011.15,730.9,1027.68,995.06,739.67,582.56,705.62,922,705.24
KIF27,438.99,495.98,523.24,493.07,774.95,612.95,487.77,688.58,432.32,483.55,629.11,582.1
C9orf64,0,0,0,2,0,2,0,1,0,0,2,1
HNRNPK,26859.54,34931.99,38689.38,34491.35,42409.41,38479.96,26028.76,40147.22,31985.7,34399.6,29524.66,33094.76
SSMEM1,0,0,0,0,0,1,0,2,1,2,1,0
ANKS6,418,478,572,785,1527,776,527,1429,608,692,1116,1335
PGAP4,6262,6901,8640,6999,3541,9173,5982,3959,4352,5044,5983,3907
ZHX1,4100.92,5055.88,4940.49,4707.08,4108.65,6044.69,4099.54,4976.12,4251.95,4931.58,4058.76,3156.89
CFAP47,18,19,76,31,290,177,6,161,72,82,34,48
DYNLT3,2011,2229,1535,2052,1172,1938,1910,1806,1377,1522,3595,1787
METTL27,9,6,11,17,67,10,11,49,9,11,16,19
PTCHD1,3433,5486,7563,6481,7119,12595,4569,6213,5358,7317,5673,5257
ASB11,0,0,0,0,4,2,1,0,0,2,1,3
PCDH19,1336,2273,3183,3263,6521,4990,2498,7501,3833,2813,5406,11190
VEGFD,2,23,19,19,26,20,15,15,28,5,5,14
OR1Q1,0,1,0,0,0,0,0,0,0,0,0,1
OR1K1,0,0,0,0,0,0,0,0,0,0,0,0
STRBP,4749.06,6041.91,6302.51,5723.66,4984.04,6535.83,4822.38,5864.28,4287.53,4982.51,5408.42,5053.44
CLDN3,26,43,59,53,40,44,46,26,34,24,70,21
CARD19,676,829,990,1165,643,1010,675,795,628,782,599,402
ZNF367,26,30,45,79,346,92,86,115,144,125,288,640
HDX,1026,1114,986,1024,779,1050,922,1083,851,927,836,713
NDUFB6,1374,1782,2346,2128,1629,2015,1329,1846,1365,1590,1723,1360
AQP7,0,0,3,1,6,0,1,18,3,4,8,6
NOL6,1351,1854,2065,2374,2464,2152,1462,2725,1736,1896,2204,2036
AQP3,69,91,107,173,170,125,51,318,109,143,140,169
TRMT10B,253,372,368,289,322,352,237,307,216,216,337,267
PIGO,354,510,653,696,992,682,376,1027,475,517,770,636
STOML2,1780,2011,2760,2561,3016,2479,1838,2651,1851,2004,2523,2586
BRWD3,2091,2493,2381,2239,3075,3281,2380,3245,2608,3021,2253,2414
MELK,86,113,151,315,1038,176,231,464,444,346,1203,3031
ARMC3,4,4,8,4,70,9,3,44,8,6,12,51
ARHGAP12,2901,3642,3424,3254,3754,4155,3076,4159,2985,3039,3302,3068
SLC7A3,1125,732,1379,696,474,603,1237,224,183,188,3586,2267
LRRC18,0,1,0,1,1,0,3,0,3,0,2,1
SPTSSA,1678,1952,1388,1581,2044,1806,1726,2815,1639,1895,2079,2196
MARCHF8,2203,2781,3110,2868,2913,3134,2157,3067,2152,2461,2873,2073
CFL2,4282,5040,4973,5968,4354,5659,4365,5454,4435,4771,5303,3788
GTF2A1,6495,7635,6247,6098,6847,7590,6783,7862,6055,6795,8223,7275
ZCCHC24,72,252,269,1607,3016,699,849,2380,1519,1509,2916,3707
PGM2L1,32932,40952,39135,39748,27584,47104,34361,37271,32587,38363,27994,19015
PHYHIPL,4530,5495,5889,4865,4453,6934,4550,3837,4106,4960,4041,2748
PHOX2A,238,205,612,385,124,937,213,151,517,810,171,227
GJB2,2,6,14,17,63,17,15,290,27,9,137,221
CRYL1,556,748,764,712,622,575,639,530,436,444,615,427
REEP3,513,664,619,1423,2478,928,875,3062,1398,1315,4285,4761
HEPACAM,0,6,5,7,2,3,3,24,6,2,4,10
SKA3,12,33,36,75,518,65,59,196,160,125,448,1099
MICU2,1576,1919,2169,1926,2655,2138,1525,2890,1776,1888,2061,1966
DDIAS,32,64,46,96,302,71,101,204,136,116,485,1098
PKNOX2,684,999,1394,1483,2913,1358,950,3170,1447,1766,1549,1680
RPL10L,0,1,0,2,1,8,0,0,1,1,0,1
LRR1,205.63,222.97,239.42,255.83,357.88,175.03,211.06,199.62,212.77,216.82,338.47,517.68
RPL36AL,2765.11,3454.53,3724.62,3825.77,3693.61,3631.16,3147.98,3566.1,2971.71,3168.68,3091.67,3219.86
DEPP1,100,282,215,282,129,160,107,272,151,186,372,137
MAGEC3,16,25,54,23,15,170,24,13,53,56,22,7
ZNF22,1173,1434,1488,1229,1628,1475,1231,1353,1230,1182,1978,1904
KLHDC2,3009,3557,4169,3679,3520,3891,2814,3673,2558,2937,3062,2926
NEMF,4419,5422,5194,5253,4962,5357,4527,6326,4268,4807,5109,4427
RPUSD4,1461,1672,1812,1927,1358,1471,1418,1310,1118,1203,1371,1082
TMEM63C,2097.26,2709,3441.78,3592,1995,3553.67,2263,2394.89,2336,2650,2754.4,1543.45
CDX2,1,0,1,0,1,1,1,0,0,0,2,3
AKR1E2,34,40,27,57,16,29,32,14,8,19,81,51
KBTBD6,4522.35,5850.5,5872.91,4876.82,4020.41,6551.18,4496.54,4643.34,4271.79,5264.26,4500.78,3568.8
SSX3,0,0,0,0,0,0,0,0,0,0,0,0
NUDT5,1517,1760,1578,1846,2152,1370,1592,2324,1312,1486,2050,2196
UCMA,0,0,0,0,0,0,1,0,0,0,0,0
ATP5F1C,6172,7562.99,9098.97,7637.97,6588,7475.99,5945,6909.99,5682,6452.99,5873.99,5495
PRPF18,814.21,1003.11,1130,1066,1049,1138,939.25,1052.24,819,925,1099.75,965
VSTM4,1610,1925,1433,3767,1952,1228,1913,2131,1818,1862,2202,1127
COMTD1,463,516,736,628,292,639,437,369,346,404,412,264
SLC18A2,17,12,39,75,57,65,13,93,81,54,42,60
PDZD8,4463,5126,5672,5633,5505,6691,4515,6659,4676,5228,6666,5984
ZNF503,1712.97,2960,2889.9,1978,4004.19,2755,1925,4518.45,2153,2783,2342.9,3523.98
ABRAXAS2,1625,1993,1906,2000,1776,1921,1658,1910,1506,1665,2013,1620
FAM204A,1946,2371,2849,2395,3081,3484,2091,2622,2100,2402,2671,2441
PRDX3,4424,5465,6478,6015,7255,5937,4185,7943.99,4748,5275,5098,5163
PMPCA,1894,2435,2868,2923.07,3016,2735.33,1909,3345,2092,2508,2842,3195
ENTR1,1111.95,1351,1597,1657.99,1910,1583,1102,1862,1197,1287,1743,2010
SPACA9,575,726,681,760,793,629,561,866,466,505,431,408
HPRT1,1814,2116,2359,2129,1662,3190,1755,1988,1926,2098,1279,1010
BORCS5,1520,1556,1748,1866,1146,1731,1608,1459,1068,1190,2269,1534
DIPK1B,1927,2715,3155,3088,2932,3055,1988,2777,2061,2499,2421,1939
ZMYND19,1288,1579,2012,1702,1725,2035,1313,1495,1284,1441,1753,1798
STOX1,139,160,209,145,327,170,130,266,133,180,178,263
BMS1,3155.84,3797.78,4006.29,4409.52,4448.81,4341.21,3466.09,4406.31,3545.14,3827.96,4430.94,4101.36
STK32C,2211,2603,3344,2978,1582,3529,1947,1766,2162,2412,1617,1099
JCAD,185,243,378,973,1783,574,380,1112,974,908,1224,2028
OR4K2,0,0,0,0,0,0,1,2,1,1,1,1
FUNDC2,2485.4,2995.19,3159.88,3323.37,3292.43,3221.69,2565.88,3442.01,2591.99,2648.85,2617.36,2463.61
SLC39A2,2,1,0,2,4,3,1,8,1,4,5,5
RNASE7,1,0,2,0,0,0,0,1,0,0,0,0
ARHGEF40,1723,2497,2751,4553,6964,3311,2526,6606,3450,3422,5967,5530
ZNF219,813,1065,1327,1444,2552,1435,920,1839,1236,1294,1159,1457
C12orf50,3,0,3,3,6,5,3,2,2,3,2,5
PPP1R36,8,11,17,18,25,19,8,29,21,20,17,25
BTNL9,524,493,496,488,275,562,512,395,272,354,206,180
CCDC186,2058,2541,2270,2570,3116,3042,2234,3954,2369,2663,3205,2890
VWA2,0,4,5,6,2,0,3,9,3,3,16,18
METTL3,1671,1842,2159,2382,2523,1895,1580,2777,1632,1865,2215,2293
SALL2,9675,11994,12460,11954,12063,12580,9694,13054,8730,10034,7837,8455
PRAP1,2,0,2,4,5,0,1,51,2,1,2,4
TRUB1,3446,3952,3209,3442,3207,3432,3421,4127,2952,3370,3668,2934
ERICH6B,3,0,6,8,6,2,1,5,2,4,4,3
CYP2C19,0,1,2,0,3,5,0,1,2,2,5.61,2.43
ZFYVE1,2719,3386,3194,3539,2918,2819,2637,3913,2224,2319,3521,3180
C10orf82,332,320,349,541,230,371,310,468,243,271,447,217
FRAT1,382.32,489,491,479,295.29,392,390,325,259,298,314,305
UBTD1,402,549,662,830,918,581,451,1034,523,565,734,665
E2F7,73,123,203,413,1435,205,202,1092,555,392,1070,2635
ARHGAP42,62,150,173,711,1490,388,383,1289.99,809,619,1290,1768
ISCA2,680.97,908,970.97,996,1052.99,902,761,1154,689,877,847,866
LARGE2,2,14,13,13,36,4,6,135,16,3,11,15
PACSIN3,17,32,41,252,325,66,54,217,180,131,263,294
TTC7B,2382.01,2930.04,3754,3595.07,2555.02,4619.02,2686.04,2551.04,2620.06,2996.02,3435.04,2461
SLC39A13,1378,1597,1801,2201,2226,1765,1276,2370,1452,1486,2257,1622
RAPSN,0,1,1,13,16,10,13,6,2,3,2,10
TC2N,61,63,50,139,113,80,90,257,88,129,195,156
CPSF2,2332,2947,2939,3239,4705,2847,2657,4929,2993,3176,3937,4554
SMCO2,1,10,6,11,5,11,4,5,8,7,4,2
MOAP1,12322,15652,17253,18096,9488,15565,12072,11743,10168,12176,11074,7344
IFI27L1,577,672,816,706,594,720,540,801,463,494,571,502
CLMN,1017,957,998,1192,1136,920,1281,1280,577,504,1999,1808
PDZRN4,1801,3320,3227,2579,996,3036,1907,711,2552,3131,1389,1317
CCDC38,2,1,3,4,5,4,2,5,5,3,8,6
NELL1,3098,3206,2958,2579,2449,2592,2570,3261,1380,2239,1985,1410
C1QL3,81,172,173,97,84,204,101,162,161,91,71,134
HACD1,267,354,435,404,322,452,263,462,308,377,406,402
ARL5B,4620,5235,4698,5696,7124,7038,5678,8462,5746,6074,6309,6640
SMCO4,58,54,78,141,407,78,62,552,103,105,211,354
CEP295,1236,1544,1735,1500,1851,1729,1324,1800,1276,1440,1926,2372
TAF1D,1660,1971,2346,2529,2697,3155.98,2057,2857,1841.97,1869.97,2037,1917
ABTB2,883,782,1444,900,622,1238,676,659,790,699,793,794
AMOTL1,2733,3910,4733,6289,8584,5304,3833,10904,5620,7019,7631,8528
HTRA1,332,680,1015,4765,14350,1345,1353,26450,3300,3689,3897,8334
LIPC,0,2,7,5,0,3,2,0,2,0,3,0
CEP57,3463,4053,4473,3727,4127,4309,3551,4040,2953,3310,3772,4274
TCP11L2,450,566,577,560,494,555,493,677,331,382,530,462
PASD1,0,0,2,0,0,3,0,1,0,0,4,3
SPRED1,5848,7731,7023,9719,6380,7287,6772,8492,7751,9324,6865,5604
JAM3,2849,3518,3704,5308,6793,4287,3581,6014,4041,3997,5874,6970
IL25,0,0,0,0,2,0,0,0,0,0,1,0
CMTM5,3,0,2,4,22,13,10,1,9,4,3,5
GLB1L3,24,21,31,19,14.01,23,22,13,10,18,26.06,24.03
SVOP,8120.07,10067.57,10744.6,9061.19,4977.58,9410.36,7494.57,6526.86,5340.91,6387,5165.42,3475.45
SPATA19,0,0,0,0,0,0,0,0,0,0,0,0
GPT2,4510,4641,5626,4696,3946,4424,4629,2451,2618,2506,6821,6129
RAB8B,3712,4371,4274,3822,4553,5887,3889,4659,4189,4422,4388,4239
IKBIP,459,682,802,1600,1978,896,661,3012,1497,1490,1568,1701
RPUSD2,640,738,811,759,676,726,643,786,543,602,634,589
HIF1AN,4022,4792,4603,5117,4431,3988,4123,5383,3329,3818,5463,5390
NDUFB8,5965.84,7510.62,8221.69,6804.7,4585.34,6734.04,5319.96,5121.83,4512.08,5270.66,5146.15,3663.21
ZFYVE19,933,1063,1291,1349,988,1200,946,1025,824,866,1093,1048
C16orf78,0,0,0,0,0,0,0,0,0,0,0,0
LRTM2,13,15,26,21,6,9,4,4,10,15,23,20
OPN1MW2,0,0,0,0,0,0,0,0,0,0,0,0
TRMT61A,295,387,565,590,467,529,390,548,347,416,620,558
BTRC,6255,7448,8211,7650,6321,8138,5812,7637,5596,6726,6084,4717
POLL,797,947,1195,1159,1050,991,783,1139,703,810,865,698
DPCD,783,954,1311,1077,1104,1301,754,1140,804,885,668,669
LARP6,2383,2781,3359,3290,2623,3603,2961,2372,1933,2392,5743,3271
API5,5991.58,7471.44,7179.44,6992.37,9055.8,6959.86,6185.28,9929.52,6049.49,6867.77,7707.81,8296.44
ASPG,0,1,0,3,2,6,4,4,0,0,0,1
SENP8,752,837,780,686,637,632,715,787,548,637,656,572
ALKBH3,708,703,956,902,639,702,866,674,527,548,1011,797
COPS2,6926,8110.64,7795,7272,7728,8156.57,6793.59,8912,6141,6784,7293,6701
GABRB3,11927,14926,16506,14099,10486,18617,11841,12869,11921,13449,10641,8477
SPIC,0,0,0,0,0,0,0,0,0,0,1,1
SGPL1,5128,5930,5986,7207,6859,4768,5176,9031,4306,4436,9651,8127
CCT2,13095,15839,19595,16762,14924,17482,12537,16308,12897,14764,12832,12676
PCBD1,2229,2767,2849,2733,1970,2544,2273,2141,1809,1942,2738,1932
ARIH1,7549.6,9148.5,9684.27,9701.16,8179,10113.61,8195.65,9952.9,7236,7879,10082.09,9173
DNAAF8,39,35,47,50,113,47,36,120,34,28,36,59
CLMP,7465,9149,7031,2995,2607,3480,4469,6056,3398,2330,4953,4456
ZNF202,846,970,1275,1139,1208,1385,963,973,881,940,1094,843
FAM227B,85,141,94,143,162.24,95,135,236,94,122,105,125
STXBP4,736,837,784,708,1209,697,732,1279,670,693,908,987
CYYR1,87,141,182,276,1213,225,166,1063,410,403,534,859
CUL5,2580,2819,3394,3149,4477,3896,2876,4831,3189,3474,4105,3996
MYRFL,1,3,7,5,14,4,2,20,3,5,25,22
WBP1L,2976,3941.99,4477,5119,5371,3928,3162,6463,3705,4180,5013,4387
BORCS7,2014,2399,2541,2411,2281.99,2473,1871,2809,1710,1789.99,2321,1811
PLEKHF1,29,47,92,57,82,60,28,83,58,73,84,50
TMEM100,49,50,295,100,77,730,99,50,225,207,144,74
ANAPC16,2811,3215,2934,2900.15,3222,2310,2738,3886,2083,1994,3536,2948
SMPD1,1470,1817,2065,2783,2523,1808,1387,2828,1709,1903,2602,2070
SYNPO2L,2,15,5,56,54,73,47,41,9,5,21,115
NUDT13,27,31,50,59,65,43,25,77,29,45,49,47
C11orf65,9,6,6,13,16,7,10,21,4,16,11,13
TRIM44,9285,11971,14489,13199,15272,17182,10356,16373,11063,13121,16581,15857
CCDC182,0,0,0,1,0,0,0,0,0,0,0,0
NETO1,422,618,988,493,872,2663,602,489,825,770,1295,1345
MSS51,43,63,65,59,96,83,49,108,54,54,81,55
CYB5A,826,961,1110,1260,792,1158,823,893,882,932,654,592
WDR88,1,4,2,4,5,2,1,3,3,1,1,3
MOGAT2,0,3,4,0,2,2,2,1,0,0,1,3
CYB5R2,0,6,6,14,16,8,9,36,13,12,69,97
SERPINB7,4,42,64,132,55,30,9,67,107,63,77,62
SERPINB8,718,859,1173,937.55,936,1101,820,870,733,847,1168,741
RIC3,2833,3401,3591,3271,2016,3487,2652,2099,1811,2198,3032,1727
LMO1,1642,1678,1302,1065,349,850,1331,457,449,561,1068,565
IDH3A,1999,2437,2975,2374,2843,3917.13,2085,2267,2155,2775,3600,2708
WDR72,119,111,91,158,84,63,146,105,129,79,237,126
CRABP1,8152,15260,7058,9706,17750,6979,12068,12725,7456,8968,7962,10890
RNF169,1289,1555,1739,1665,1942,1817,1413,1988,1377,1528,1796,1579
RPL27A,11822.52,14638.36,17446.35,21054.54,24179.09,18215.61,14848.78,22111.77,16103.2,16506.13,17037.99,19756.57
DENND2B,620,875,786,1503,2865,1037,823,3397,1147,1135,2454,2737
CDYL2,3035,3091,2940,3823,1296,2080,3133,2256,1421,1760,4941,3228
PRTG,482,644,681,561,2478,1012,616,1876,665,842,652,1084
AKIP1,1026,1219,1387,1388,1106,1211.68,1033,1144,835,995,1446,1223
ATMIN,7461.98,9311.99,9911,10206.98,7756.99,10723.98,8114,9234,7892.93,8449,8927.98,7539
TMEM41B,2227,2465,2190,2507,3445,2895,2785,3643,2238,2362,3374,2920
LEO1,1896,2403,2815,2403,2484.99,2825,2122,2372,2146,2520,2459,2338
ZNF143,824,1024,984,1002,1133,1072,784,1167,872,929,1005,1133
TMX3,1200,1499,1630,2217,3372,1913,1711,3823,1963,2159,4367,4093
MAPK7,1989,2557,2869,2951,2526,2906,2237,2796,2317,2427,2022,1955
PRKCB,4762,5012,8789,5098,5685,13871,4425,5797,3863,6061,4856,6465
HDGFL3,15170,18057,19785,15455,14172,23392,14783,14538,14747,16782.86,16715,13541
CLEC3A,4,17,17,22,368,38,60,36,246,326,97,841
CCDC68,0,2,3,0,1,1,0,0,0,0,4,4
CLEC4E,0,14,28,5,9,0,3,3,2,1,3,2
CLEC4D,0,0,0,1,0,0,0,1,0,1,1,1
RIMKLB,5701.95,7572.96,7961.96,6297.97,7692.91,9219.96,5688,8182.95,6052,7215.98,5928.99,4908.97
A2ML1,0,1,1,0,5,0,0,6,0,0,0,2
BEAN1,671,778,868,789,466,992,674,527,461,581,526,371
SEC11C,4182,5079,5752,4830,3876,6125,4573,3741,3581,4346,3627,2826
CPLX4,0,0,0,0,0,0,0,2,0,0,1,4
TMEM135,1050,1396,1273,1387,1304,1225,1137,1585,1107,1186,1250,1076
IQCD,36,43,33,39,85,34,35,67,24,38,44,65
CDH16,0,11,23,17,2,0,15,0,35,0,0,0
RRAD,11,20,35,27,17,32,7,36,9,12,43,37
CIAO2B,1240,1573,1880,1748,1479,1656,1246,1469,1056,1248,1490,1251
CFAP52,1,4,3,5,107,11,8,55,9,9,5,16
MC4R,86,87,74,86,719,126,52,499,77,79,159,279
BLCAP,16215,21250,28517,18360,19124,30106,14961,18624,15447,18778,10530,9858
MMP10,35,46,235,357,366.92,524,47,141,247,221,258,138
TMPRSS5,2,8,13,16,58,18,10,22,12,9,32,61
ZNF592,3227.84,4013.83,5319.69,5582.28,4793,6920.26,3956,4709.28,4366.88,4313.51,5539.89,4852.59
GOLM2,7123.99,8638,8130,8768,11354.99,9758.99,8177,14115.99,7521,8669.99,10160,9844
SLFN5,3490,3877,4154.89,5772,4482,3465,4799,5255,3454,3316,9510,7340
BMERB1,10620,12409.26,13359.03,10259,8444,12788,9250,7985,6937,8530,11108,6457
MARF1,3346,4124,4451,5158,4903,4649,4263,5230,3616,3782,6159,5606
SAAL1,563,592,694,733,809,731,522,570,582,598,627,645
LDHC,3,3,3,3,2,1,2,2,1,0,3,4
CIAO2A,514,634,567,600,1158,576,555,1079,585,605,907,1137
PLIN1,1,2,3,6,17,0,5,2,3,1,3,5
PEX11A,249,309,331,346,350,249,293,353,210,226,310,244
TMEM170A,1899.14,2215,2053.87,2091.39,2533.45,2374.74,1954.82,2191.9,1762.54,1817.12,2156.12,2064.23
SCNN1G,4,3,6,3,4,5,0,3,3,2,9,9
RBPMS2,135,206,218,336,1102,285,179,1105,342.98,437,369,748
ANKDD1A,483.81,539.65,514.95,604.83,307.5,599.82,536.4,393,387,354.71,654,309
C18orf54,239,311,263,424,657,407,332,522,451,432,651,1219
DCTN5,16388.41,20081,23948.14,23606,16866.68,22451,16865.02,20827.5,16464.26,18408.13,20037.76,16562.53
TERF2IP,19403.99,24153,27258,20243,16977,25320.99,18573,17612.99,15405.99,18801,16668,13104.99
PLK1,60,90,98,239,1064,165,189,509,376,373,1138,3938
CLPX,2722,3213,3558,3477,3619,3457,2757,4130,2611,2884,3696.47,3455
GPR182,0,0,1,0,0,0,0,0,0,0,0,1
